`;GTDEM10Y Govt;GTFRF10Y Govt;GTESP10Y Govt;GTITL10Y Govt;GTGBP10Y Govt;GT10 @BGN Govt;GTJPY10Y Govt;GTCAD10Y Govt;GTAUD10Y Govt;GTCHF10Y Govt;GTSEK10Y Govt;GTSIT10Y Govt
15.12.2014;0,622;0,894;1,785;1,993;1,8;2,119;0,373;1,782;2,8837;0,256;0,949;2,298
16.12.2014;0,595;0,876;1,795;2,009;1,775;2,06;0,356;1,746;2,8577;0,26;0,915;2,39
17.12.2014;0,591;0,871;1,767;1,959;1,771;2,137;0,358;1,808;2,7778;0,251;0,915;2,244
18.12.2014;0,616;0,891;1,736;1,958;1,869;2,208;0,356;1,865;2,845;0,251;0,966;2,159
19.12.2014;0,592;0,887;1,699;1,951;1,849;2,163;0,351;1,808;2,939;0,24;0,98;2,117
22.12.2014;0,6;0,877;1,663;1,929;1,822;2,159;0,333;1,79;2,8533;0,286;0,988;2,121
23.12.2014;0,591;0,867;1,667;1,941;1,848;2,262;0,333;1,901;2,8308;0,28;0,965;2,17
24.12.2014;0,587;0,86;1,662;1,936;1,88;2,264;0,329;1,905;2,875;0,239;0,964;2,21
25.12.2014;0,587;0,86;1,662;1,936;1,88;2,264;0,31;1,905;2,875;0,239;0,964;2,21
26.12.2014;0,587;0,86;1,662;1,936;1,88;2,251;0,325;1,91;2,875;0,239;0,964;2,21
29.12.2014;0,543;0,83;1,669;1,979;1,816;2,203;0,32;1,832;2,8463;0,299;0,936;2,159
30.12.2014;0,539;0,821;1,602;1,88;1,789;2,188;0,322;1,811;2,7567;0,307;0,92;2,16
31.12.2014;0,538;0,822;1,598;1,877;1,755;2,172;0,322;1,786;2,7395;0,307;0,919;2,206
01.01.2015;0,538;0,822;1,598;1,877;1,755;2,172;0,322;1,786;2,81;0,307;0,919;2,206
02.01.2015;0,497;0,778;1,49;1,739;1,716;2,111;0,322;1,742;2,8697;0,342;0,895;2,09
05.01.2015;0,517;0,803;1,605;1,836;1,669;2,033;0,32;1,687;2,7585;0,271;0,908;1,993
06.01.2015;0,445;0,73;1,64;1,86;1,562;1,941;0,288;1,634;2,7118;0,205;0,9;1,992
07.01.2015;0,483;0,785;1,684;1,902;1,615;1,969;0,297;1,654;2,6813;0,18;0,861;2,021
08.01.2015;0,509;0,797;1,665;1,842;1,645;2,019;0,288;1,705;2,7318;0,199;0,855;2,023
09.01.2015;0,491;0,779;1,719;1,875;1,599;1,946;0,269;1,652;2,7223;0,201;0,821;2,038
12.01.2015;0,478;0,753;1,64;1,81;1,574;1,908;0,269;1,604;2,6923;0,194;0,814;2,036
13.01.2015;0,476;0,739;1,639;1,814;1,584;1,901;0,258;1,598;2,6112;0,188;0,82;1,996
14.01.2015;0,423;0,65;1,542;1,722;1,511;1,856;0,249;1,574;2,5692;0,164;0,784;1,895
15.01.2015;0,473;0,671;1,582;1,735;1,508;1,716;0,248;1,461;2,6737;0,06;0,779;1,89
16.01.2015;0,452;0,632;1,498;1,655;1,533;1,838;0,237;1,534;2,5592;-0,08;0,75;1,822
19.01.2015;0,439;0,636;1,51;1,662;1,526;1,838;0,196;1,514;2,6328;-0,098;0,75;1,815
20.01.2015;0,448;0,646;1,519;1,669;1,533;1,789;0,213;1,485;2,6667;-0,11;0,738;1,795
21.01.2015;0,523;0,703;1,527;1,689;1,505;1,873;0,242;1,431;2,5982;-0,229;0,786;1,806
22.01.2015;0,446;0,616;1,398;1,546;1,516;1,864;0,31;1,419;2,6028;-0,224;0,751;1,663
23.01.2015;0,361;0,542;1,37;1,523;1,477;1,798;0,228;1,444;2,6343;-0,293;0,668;1,446
26.01.2015;0,394;0,582;1,372;1,495;1,512;1,825;0,224;1,462;2,545;-0,205;0,709;1,407
27.01.2015;0,381;0,576;1,386;1,529;1,482;1,824;0,254;1,428;2,5648;-0,108;0,707;1,439
28.01.2015;0,352;0,569;1,431;1,589;1,459;1,722;0,286;1,351;2,6033;-0,044;0,714;1,492
29.01.2015;0,358;0,596;1,451;1,599;1,42;1,752;0,287;1,36;2,4845;-0,056;0,692;1,496
30.01.2015;0,302;0,535;1,417;1,591;1,33;1,642;0,272;1,249;2,4433;-0,075;0,617;1,484
02.02.2015;0,312;0,547;1,484;1,623;1,376;1,665;0,284;1,233;2,4453;-0,167;0,573;1,484
03.02.2015;0,344;0,576;1,471;1,583;1,461;1,792;0,361;1,309;2,2818;-0,174;0,619;1,474
04.02.2015;0,365;0,593;1,426;1,545;1,532;1,752;0,376;1,267;2,4658;-0,136;0,651;1,459
05.02.2015;0,365;0,587;1,447;1,537;1,546;1,821;0,354;1,365;2,4018;-0,13;0,641;1,466
06.02.2015;0,374;0,613;1,485;1,576;1,646;1,958;0,334;1,45;2,4523;-0,083;0,65;1,429
09.02.2015;0,354;0,666;1,564;1,658;1,61;1,978;0,349;1,432;2,5478;-0,095;0,633;1,461
10.02.2015;0,369;0,701;1,61;1,672;1,665;1,998;0,388;1,422;2,5528;-0,015;0,656;1,506
11.02.2015;0,354;0,681;1,643;1,695;1,674;2,018;0,388;1,446;2,5883;0,026;0,629;1,512
12.02.2015;0,318;0,64;1,616;1,649;1,663;1,985;0,391;1,395;2,5348;-0,006;0,525;1,487
13.02.2015;0,341;0,644;1,548;1,603;1,676;2,051;0,419;1,43;2,5013;0,013;0,482;1,485
16.02.2015;0,333;0,656;1,578;1,664;1,686;2,051;0,435;1,43;2,5522;0,064;0,486;1,486
17.02.2015;0,37;0,69;1,601;1,661;1,76;2,139;0,393;1,503;2,5293;0,061;0,497;1,53
18.02.2015;0,38;0,69;1,574;1,621;1,848;2,081;0,405;1,469;2,6017;0,06;0,555;1,523
19.02.2015;0,379;0,704;1,546;1,599;1,822;2,115;0,388;1,469;2,5463;0,055;0,588;1,478
20.02.2015;0,365;0,682;1,497;1,574;1,764;2,113;0,381;1,416;2,5708;0,042;0,62;1,458
23.02.2015;0,364;0,657;1,415;1,493;1,799;2,058;0,378;1,355;2,5823;0,074;0,662;1,413
24.02.2015;0,374;0,649;1,381;1,458;1,762;1,981;0,372;1,32;2,5458;0,059;0,662;1,365
25.02.2015;0,324;0,61;1,382;1,459;1,717;1,97;0,335;1,323;2,4995;0,036;0,639;1,25
26.02.2015;0,297;0,575;1,277;1,342;1,732;2,03;0,338;1,351;2,4195;-0,005;0,621;1,205
27.02.2015;0,327;0,603;1,257;1,329;1,795;1,994;0,329;1,299;2,4595;0;0,699;1,147
02.03.2015;0,355;0,636;1,345;1,346;1,787;2,083;0,34;1,37;2,4947;-0,045;0,717;1,088
03.03.2015;0,361;0,666;1,387;1,398;1,842;2,12;0,371;1,422;2,5487;-0,032;0,746;1,067
04.03.2015;0,382;0,675;1,356;1,389;1,875;2,118;0,403;1,505;2,6353;-0,01;0,769;1,074
05.03.2015;0,347;0,645;1,277;1,303;1,858;2,116;0,399;1,525;2,6248;-0,019;0,791;1,003
06.03.2015;0,393;0,691;1,291;1,314;1,947;2,242;0,391;1,61;2,6363;-0,055;0,829;0,924
09.03.2015;0,311;0,604;1,27;1,277;1,934;2,192;0,426;1,567;2,7388;-0,088;0,78;0,901
10.03.2015;0,233;0,522;1,239;1,216;1,796;2,131;0,463;1,532;2,6763;-0,103;0,722;0,872
11.03.2015;0,208;0,481;1,151;1,125;1,813;2,109;0,414;1,498;2,5887;-0,113;0,729;0,833
12.03.2015;0,247;0,492;1,141;1,125;1,74;2,117;0,383;1,491;2,5145;-0,086;0,656;0,792
13.03.2015;0,256;0,496;1,145;1,147;1,709;2,115;0,402;1,473;2,5503;-0,064;0,608;0,802
16.03.2015;0,278;0,515;1,172;1,179;1,676;2,073;0,411;1,428;2,4792;-0,077;0,599;0,801
17.03.2015;0,281;0,534;1,248;1,265;1,684;2,051;0,418;1,411;2,4728;-0,085;0,607;0,899
18.03.2015;0,196;0,472;1,269;1,305;1,595;1,921;0,361;1,319;2,4543;-0,12;0,443;0,968
19.03.2015;0,186;0,453;1,25;1,252;1,533;1,969;0,331;1,309;2,3482;-0,067;0,469;1,042
20.03.2015;0,183;0,441;1,176;1,201;1,516;1,931;0,323;1,302;2,3837;-0,09;0,413;1,07
23.03.2015;0,223;0,49;1,254;1,292;1,51;1,912;0,304;1,305;2,3878;-0,086;0,404;1,076
24.03.2015;0,235;0,507;1,289;1,326;1,504;1,874;0,305;1,3;2,3717;-0,097;0,379;1,093
25.03.2015;0,219;0,5;1,285;1,333;1,48;1,926;0,325;1,343;2,3228;-0,094;0,37;1,105
26.03.2015;0,214;0,493;1,261;1,309;1,582;1,99;0,324;1,425;2,3263;-0,067;0,391;1,187
27.03.2015;0,206;0,499;1,318;1,351;1,542;1,962;0,37;1,371;2,4072;-0,039;0,388;1,155
30.03.2015;0,205;0,505;1,267;1,309;1,576;1,948;0,368;1,368;2,3608;-0,05;0,423;1,15
31.03.2015;0,18;0,474;1,207;1,239;1,576;1,924;0,396;1,354;2,3192;-0,068;0,412;1,113
01.04.2015;0,166;0,451;1,201;1,276;1,54;1,858;0,378;1,313;2,3342;-0,081;0,402;1,029
02.04.2015;0,193;0,483;1,217;1,299;1,592;1,912;0,336;1,312;2,2992;-0,081;0,415;1,052
03.04.2015;0,193;0,483;1,217;1,299;1,592;1,84;0,363;1,312;2,295;-0,081;0,415;1,052
06.04.2015;0,193;0,483;1,217;1,299;1,592;1,896;0,335;1,344;2,295;-0,081;0,415;1,052
07.04.2015;0,185;0,466;1,174;1,238;1,582;1,886;0,354;1,338;2,3497;-0,077;0,399;1,052
08.04.2015;0,162;0,444;1,192;1,246;1,579;1,906;0,354;1,337;2,3278;-0,081;0,371;1,017
09.04.2015;0,159;0,447;1,238;1,299;1,57;1,96;0,357;1,37;2,348;-0,116;0,374;1,026
10.04.2015;0,154;0,433;1,225;1,264;1,579;1,948;0,339;1,369;2,3663;-0,109;0,349;1,012
13.04.2015;0,156;0,431;1,25;1,283;1,592;1,928;0,333;1,35;2,3412;-0,129;0,325;1,015
14.04.2015;0,137;0,406;1,291;1,307;1,514;1,899;0,324;1,318;2,3063;-0,152;0,286;1,027
15.04.2015;0,106;0,351;1,261;1,26;1,559;1,889;0,323;1,342;2,2818;-0,175;0,268;1,046
16.04.2015;0,084;0,351;1,347;1,376;1,606;1,891;0,323;1,371;2,3678;-0,148;0,249;1,05
17.04.2015;0,077;0,368;1,449;1,474;1,583;1,866;0,303;1,403;2,3523;-0,179;0,225;1,091
20.04.2015;0,074;0,356;1,461;1,482;1,567;1,89;0,305;1,421;2,3963;-0,185;0,242;1,095
21.04.2015;0,1;0,368;1,447;1,45;1,566;1,91;0,305;1,441;2,3918;-0,167;0,301;1,114
22.04.2015;0,164;0,414;1,368;1,39;1,714;1,98;0,301;1,496;2,4373;-0,161;0,327;1,126
23.04.2015;0,164;0,414;1,362;1,405;1,69;1,959;0,309;1,479;2,5213;-0,128;0,341;1,137
24.04.2015;0,154;0,417;1,384;1,44;1,647;1,909;0,285;1,439;2,5338;-0,129;0,344;1,152
27.04.2015;0,161;0,417;1,297;1,356;1,691;1,922;0,299;1,462;2,5018;-0,129;0,329;1,148
28.04.2015;0,162;0,422;1,322;1,377;1,695;2,004;0,296;1,555;2,5572;-0,109;0,323;1,122
29.04.2015;0,284;0,565;1,462;1,504;1,833;2,04;0,296;1,582;2,5933;-0,047;0,405;1,205
30.04.2015;0,364;0,638;1,463;1,496;1,833;2,033;0,336;1,578;2,6463;0,006;0,453;1,264
01.05.2015;0,37;0,647;1,459;1,463;1,841;2,114;0,358;1,658;2,68;0,013;0,453;1,19
04.05.2015;0,452;0,724;1,499;1,53;1,841;2,145;0,358;1,712;2,6895;0,046;0,546;1,25
05.05.2015;0,514;0,816;1,775;1,803;1,97;2,186;0,358;1,736;2,7933;0,081;0,662;1,413
06.05.2015;0,585;0,899;1,891;1,913;1,983;2,244;0,358;1,818;2,9242;0,127;0,75;1,482
07.05.2015;0,589;0,893;1,741;1,772;1,92;2,181;0,425;1,745;2,989;0,124;0,762;1,67
08.05.2015;0,546;0,834;1,66;1,673;1,875;2,149;0,416;1,696;2,8405;0,054;0,722;1,585
11.05.2015;0,609;0,9;1,743;1,765;1,948;2,281;0,391;1,818;2,8528;0,072;0,772;1,616
12.05.2015;0,674;0,969;1,823;1,846;1,984;2,25;0,443;1,796;3,0425;0,094;0,813;1,708
13.05.2015;0,723;0,996;1,88;1,889;2,02;2,294;0,448;1,826;2,9535;0,105;0,738;1,665
14.05.2015;0,701;0,969;1,835;1,853;1,982;2,231;0,448;1,8;2,995;0,105;0,738;1,661
15.05.2015;0,623;0,899;1,728;1,768;1,879;2,143;0,399;1,71;2,8945;0,048;0,737;1,627
18.05.2015;0,648;0,932;1,827;1,889;1,951;2,235;0,385;1,711;2,8683;0,039;0,726;1,672
19.05.2015;0,593;0,869;1,747;1,804;1,947;2,289;0,374;1,826;2,9457;0,004;0,739;1,634
20.05.2015;0,631;0,914;1,799;1,861;1,977;2,249;0,386;1,792;2,9688;0,027;0,799;1,654
21.05.2015;0,638;0,92;1,763;1,839;1,974;2,191;0,408;1,745;2,9418;0,015;0,804;1,686
22.05.2015;0,602;0,893;1,778;1,854;1,927;2,21;0,413;1,767;2,9167;0,008;0,781;1,692
25.05.2015;0,603;0,892;1,8;1,848;1,927;2,21;0,419;1,776;2,9107;0,008;0,786;1,702
26.05.2015;0,545;0,852;1,863;1,935;1,875;2,14;0,418;1,701;2,9167;-0,024;0,736;1,746
27.05.2015;0,553;0,852;1,799;1,855;1,882;2,129;0,385;1,663;2,8393;-0,019;0,737;1,739
28.05.2015;0,529;0,837;1,834;1,863;1,824;2,136;0,396;1,671;2,7775;-0,047;0,708;1,744
29.05.2015;0,486;0,794;1,834;1,846;1,813;2,122;0,389;1,621;2,7298;-0,082;0,649;1,732
01.06.2015;0,54;0,861;1,958;1,977;1,847;2,18;0,403;1,631;2,7083;-0,095;0,688;1,799
02.06.2015;0,713;1,022;2,08;2,124;1,98;2,263;0,418;1,707;2,741;-0,029;0,818;1,931
03.06.2015;0,881;1,169;2,13;2,178;2,078;2,365;0,464;1,777;2,8918;0,044;0,976;1,946
04.06.2015;0,837;1,14;2,104;2,142;2,033;2,308;0,503;1,737;3,0415;0,059;0,956;1,987
05.06.2015;0,843;1,161;2,219;2,238;2,079;2,408;0,486;1,824;3,0393;0,092;0,956;2,111
08.06.2015;0,878;1,206;2,249;2,258;2,044;2,383;0,491;1,811;3,0675;0,143;0,969;2,115
09.06.2015;0,949;1,277;2,271;2,286;2,097;2,439;0,448;1,878;2,9648;0,211;1,032;2,209
10.06.2015;0,98;1,311;2,232;2,244;2,128;2,485;0,506;1,903;3,0483;0,224;1,035;2,271
11.06.2015;0,883;1,211;2,124;2,14;2,047;2,378;0,531;1,809;3,1488;0,159;1,042;2,225
12.06.2015;0,833;1,211;2,24;2,21;1,987;2,393;0,509;1,804;3,0163;0,143;1,011;2,259
15.06.2015;0,823;1,274;2,405;2,351;2,023;2,357;0,499;1,764;3,0087;0,115;0,981;2,469
16.06.2015;0,796;1,251;2,349;2,328;1,987;2,31;0,496;1,736;3,0083;0,113;0,995;2,592
17.06.2015;0,807;1,236;2,324;2,311;2,061;2,317;0,476;1,751;2,9915;0,12;1,011;2,524
18.06.2015;0,806;1,206;2,275;2,29;2,041;2,335;0,443;1,791;2,8495;0,125;0,97;2,45
19.06.2015;0,75;1,158;2,268;2,278;2,004;2,259;0,418;1,713;2,8825;0,123;0,949;2,381
22.06.2015;0,883;1,248;2,105;2,152;2,097;2,373;0,427;1,802;2,9515;0,17;1,053;2,182
23.06.2015;0,871;1,236;2,102;2,133;2,108;2,41;0,457;1,827;3,0643;0,163;1,055;2,143
24.06.2015;0,843;1,222;2,109;2,122;2,131;2,368;0,458;1,772;3,0483;0,129;1,019;2,15
25.06.2015;0,861;1,233;2,062;2,086;2,144;2,41;0,475;1,811;3,0592;0,107;1,025;2,187
26.06.2015;0,921;1,296;2,107;2,147;2,186;2,474;0,465;1,869;3,0568;0,149;1,077;2,156
29.06.2015;0,794;1,236;2,343;2,387;2,073;2,325;0,446;1,744;2,9538;0,097;0,999;2,403
30.06.2015;0,763;1,193;2,298;2,331;2,024;2,354;0,459;1,681;3,0103;0,096;0,974;2,316
01.07.2015;0,812;1,242;2,272;2,29;2,105;2,423;0,478;1,684;3,0115;0,107;1,036;2,258
02.07.2015;0,844;1,303;2,306;2,32;2,079;2,383;0,516;1,739;3,11;0,125;0,947;2,312
03.07.2015;0,789;1,24;2,208;2,245;1,996;2,383;0,478;1,696;3,0698;0,088;0,882;2,276
06.07.2015;0,763;1,242;2,369;2,384;2,004;2,286;0,465;1,632;2,9328;0,072;0,869;2,323
07.07.2015;0,642;1,127;2,256;2,267;1,832;2,259;0,452;1,573;2,9028;-0,017;0,74;2,262
08.07.2015;0,67;1,124;2,22;2,216;1,891;2,193;0,414;1,515;2,746;0,002;0,738;2,206
09.07.2015;0,718;1,154;2,169;2,173;1,953;2,322;0,443;1,591;2,8047;0,002;0,745;2,13
10.07.2015;0,896;1,281;2,122;2,133;2,08;2,398;0,441;1,682;2,9393;0,086;0,857;2,088
13.07.2015;0,854;1,254;2,101;2,11;2,118;2,455;0,449;1,688;2,9938;0,073;0,89;2,037
14.07.2015;0,835;1,217;2,086;2,063;2,122;2,402;0,454;1,648;3,0198;0,093;0,848;2,076
15.07.2015;0,827;1,136;2,01;2;2,115;2,353;0,451;1,59;3,0297;0,07;0,808;2,022
16.07.2015;0,832;1,136;1,974;1,986;2,075;2,351;0,442;1,576;2,9715;0,079;0,836;1,949
17.07.2015;0,787;1,073;1,929;1,916;2,078;2,348;0,421;1,563;2,9488;0,054;0,813;1,905
20.07.2015;0,761;1,037;1,935;1,904;2,061;2,373;0,421;1,575;2,9183;0,024;0,797;1,959
21.07.2015;0,78;1,082;2,005;1,963;2,086;2,326;0,41;1,564;2,9348;0,028;0,808;1,995
22.07.2015;0,746;1,048;1,984;1,936;2,03;2,324;0,415;1,54;2,8938;-0,011;0,774;1,971
23.07.2015;0,741;1,027;1,943;1,896;2,008;2,269;0,407;1,498;2,8542;-0,008;0,75;2,14
24.07.2015;0,69;0,966;1,897;1,865;1,934;2,263;0,406;1,482;2,8152;-0,056;0,708;2,117
27.07.2015;0,69;0,973;1,925;1,892;1,935;2,218;0,403;1,455;2,7518;-0,076;0,698;2,127
28.07.2015;0,689;0,975;1,907;1,873;1,936;2,251;0,402;1,505;2,7583;-0,056;0,733;2,136
29.07.2015;0,716;1,008;1,953;1,9;1,977;2,287;0,4;1,516;2,7903;-0,006;0,741;2,128
30.07.2015;0,649;0,939;1,898;1,818;1,965;2,26;0,406;1,489;2,8422;-0,041;0,709;2,124
31.07.2015;0,643;0,934;1,837;1,77;1,881;2,181;0,405;1,438;2,7583;-0,062;0,728;2,11
03.08.2015;0,628;0,937;1,937;1,769;1,866;2,149;0,409;1,431;2,75;-0,068;0,725;2,087
04.08.2015;0,638;0,958;1,936;1,771;1,872;2,222;0,386;1,424;2,7345;-0,098;0,726;2,066
05.08.2015;0,753;1,062;2,067;1,914;1,975;2,271;0,396;1,47;2,8032;-0,071;0,779;2,109
06.08.2015;0,708;1,008;2,013;1,868;1,923;2,222;0,421;1,448;2,8238;-0,118;0,744;2,093
07.08.2015;0,661;0,964;1,981;1,83;1,848;2,163;0,415;1,416;2,8433;-0,146;0,697;2,094
10.08.2015;0,697;1;1,967;1,826;1,922;2,228;0,4;1,47;2,7758;-0,14;0,694;2,091
11.08.2015;0,631;0,928;1,93;1,784;1,817;2,142;0,388;1,393;2,7738;-0,184;0,619;2,031
12.08.2015;0,603;0,925;1,975;1,821;1,794;2,149;0,353;1,394;2,6625;-0,208;0,565;2,02
13.08.2015;0,629;0,947;1,949;1,781;1,839;2,186;0,374;1,397;2,738;-0,182;0,647;2,001
14.08.2015;0,659;0,978;2,007;1,81;1,877;2,199;0,374;1,39;2,7818;-0,185;0,664;1,955
17.08.2015;0,626;0,944;1,937;1,759;1,817;2,169;0,389;1,369;2,7797;-0,208;0,646;1,881
18.08.2015;0,641;0,977;1,997;1,812;1,875;2,193;0,371;1,394;2,7383;-0,194;0,65;1,883
19.08.2015;0,618;0,967;1,985;1,802;1,833;2,126;0,371;1,317;2,7397;-0,196;0,615;1,877
20.08.2015;0,581;0,944;1,99;1,819;1,763;2,069;0,356;1,287;2,6665;-0,211;0,571;1,884
21.08.2015;0,563;0,948;2,008;1,857;1,69;2,037;0,361;1,266;2,586;-0,21;0,54;1,929
24.08.2015;0,591;0,975;2,032;1,899;1,816;2,004;0,343;1,259;2,4975;-0,229;0,512;1,957
25.08.2015;0,729;1,119;2,097;1,98;1,906;2,072;0,38;1,327;2,593;-0,16;0,626;2,02
26.08.2015;0,703;1,079;2,104;1,975;1,954;2,176;0,366;1,439;2,6545;-0,174;0,615;2,039
27.08.2015;0,741;1,1;2,056;1,924;1,978;2,185;0,388;1,461;2,706;-0,149;0,677;2,022
28.08.2015;0,741;1,088;2,061;1,917;1,962;2,182;0,374;1,441;2,729;-0,15;0,675;1,983
31.08.2015;0,797;1,151;2,105;1,959;1,962;2,219;0,375;1,49;2,6632;-0,125;0,691;2,02
01.09.2015;0,796;1,157;2,142;1,996;1,932;2,153;0,356;1,426;2,6385;-0,102;0,739;2,022
02.09.2015;0,781;1,13;2,124;1,983;1,924;2,185;0,39;1,452;2,6905;-0,12;0,734;2,036
03.09.2015;0,723;1,063;2,084;1,911;1,902;2,16;0,396;1,459;2,686;-0,132;0,699;2,009
04.09.2015;0,666;1,013;2,072;1,876;1,825;2,125;0,355;1,436;2,627;-0,168;0,636;1,951
07.09.2015;0,674;1,123;2,139;1,89;1,805;2,125;0,365;1,436;2,661;-0,173;0,616;1,938
08.09.2015;0,675;1,1;2,045;1,831;1,838;2,184;0,35;1,468;2,667;-0,154;0,617;1,92
09.09.2015;0,697;1,098;2,075;1,837;1,867;2,202;0,364;1,49;2,737;-0,125;0,639;1,903
10.09.2015;0,694;1,096;2,099;1,86;1,872;2,223;0,345;1,491;2,71;-0,111;0,653;1,914
11.09.2015;0,652;1,058;2,105;1,832;1,829;2,189;0,34;1,471;2,736;-0,099;0,643;1,917
14.09.2015;0,654;1,059;2,119;1,851;1,851;2,184;0,359;1,469;2,693;-0,095;0,655;1,915
15.09.2015;0,742;1,137;2,119;1,892;1,91;2,288;0,377;1,568;2,679;-0,036;0,754;1,928
16.09.2015;0,773;1,165;2,124;1,918;1,941;2,295;0,365;1,593;2,796;-0,011;0,809;1,937
17.09.2015;0,779;1,163;2,089;1,902;1,954;2,191;0,36;1,53;2,865;0,013;0,846;1,911
18.09.2015;0,662;1,031;1,941;1,761;1,829;2,134;0,309;1,46;2,771;-0,056;0,73;1,813
21.09.2015;0,683;1,058;1,998;1,804;1,883;2,202;0,309;1,539;2,717;-0,045;0,746;1,804
22.09.2015;0,589;0,968;1,952;1,747;1,783;2,135;0,309;1,478;2,75;-0,097;0,672;1,786
23.09.2015;0,596;0,975;1,965;1,738;1,795;2,151;0,309;1,489;2,666;-0,09;0,687;1,781
24.09.2015;0,602;0,992;1,985;1,741;1,754;2,128;0,326;1,467;2,656;-0,111;0,665;1,786
25.09.2015;0,647;1,044;2,033;1,793;1,839;2,163;0,319;1,523;2,692;-0,096;0,717;1,82
28.09.2015;0,585;0,996;1,922;1,743;1,77;2,096;0,353;1,442;2,686;-0,131;0,672;1,812
29.09.2015;0,582;0,989;1,888;1,713;1,755;2,052;0,327;1,431;2,584;-0,133;0,671;1,822
30.09.2015;0,586;0,984;1,889;1,723;1,761;2,038;0,351;1,43;2,605;-0,142;0,714;1,822
01.10.2015;0,535;0,928;1,815;1,68;1,741;2,038;0,317;1,424;2,619;-0,172;0,656;1,775
02.10.2015;0,509;0,891;1,773;1,63;1,701;1,994;0,312;1,398;2,619;-0,225;0,598;1,759
05.10.2015;0,565;0,946;1,798;1,653;1,784;2,057;0,308;1,439;2,551;-0,216;0,646;1,747
06.10.2015;0,595;0,976;1,829;1,691;1,797;2,032;0,324;1,419;2,603;-0,196;0,674;1,752
07.10.2015;0,592;0,965;1,835;1,702;1,825;2,068;0,336;1,453;2,631;-0,197;0,664;1,754
08.10.2015;0,585;0,956;1,829;1,685;1,814;2,105;0,328;1,503;2,622;-0,207;0,653;1,742
09.10.2015;0,615;0,986;1,828;1,692;1,862;2,089;0,315;1,517;2,708;-0,195;0,687;1,734
12.10.2015;0,577;0,951;1,81;1,679;1,818;2,089;0,315;1,517;2,708;-0,202;0,656;1,739
13.10.2015;0,586;0,956;1,794;1,655;1,827;2,045;0,31;1,443;2,662;-0,199;0,679;1,716
14.10.2015;0,54;0,911;1,792;1,627;1,756;1,973;0,302;1,391;2,591;-0,227;0,634;1,711
15.10.2015;0,549;0,922;1,806;1,644;1,765;2,018;0,319;1,439;2,561;-0,227;0,625;1,721
16.10.2015;0,547;0,916;1,768;1,602;1,801;2,034;0,315;1,466;2,595;-0,244;0,629;1,71
19.10.2015;0,564;0,93;1,757;1,594;1,822;2,024;0,327;1,453;2,597;-0,256;0,645;1,67
20.10.2015;0,625;0,995;1,807;1,661;1,854;2,068;0,309;1,538;2,617;-0,247;0,724;1,708
21.10.2015;0,567;0,928;1,743;1,604;1,796;2,024;0,313;1,455;2,657;-0,27;0,713;1,696
22.10.2015;0,495;0,838;1,588;1,448;1,798;2,027;0,303;1,451;2,627;-0,308;0,678;1,609
23.10.2015;0,511;0,85;1,632;1,498;1,86;2,088;0,298;1,503;2,611;-0,316;0,691;1,594
26.10.2015;0,499;0,847;1,629;1,492;1,829;2,057;0,316;1,44;2,661;-0,315;0,661;1,603
27.10.2015;0,442;0,793;1,583;1,44;1,762;2,038;0,301;1,418;2,632;-0,357;0,627;1,574
28.10.2015;0,438;0,782;1,562;1,405;1,795;2,102;0,282;1,48;2,575;-0,352;0,539;1,492
29.10.2015;0,53;0,871;1,64;1,477;1,92;2,173;0,293;1,544;2,581;-0,29;0,619;1,567
30.10.2015;0,517;0,864;1,67;1,479;1,921;2,143;0,304;1,539;2,611;-0,294;0,627;1,582
02.11.2015;0,557;0,924;1,747;1,646;1,934;2,172;0,31;1,571;2,62;-0,285;0,648;1,599
03.11.2015;0,573;0,936;1,73;1,657;1,978;2,211;0,31;1,612;2,681;-0,292;0,666;1,587
04.11.2015;0,598;0,953;1,752;1,668;1,993;2,226;0,318;1,63;2,731;-0,296;0,702;1,583
05.11.2015;0,606;0,946;1,798;1,696;1,967;2,233;0,314;1,646;2,784;-0,32;0,747;1,602
06.11.2015;0,692;1,02;1,915;1,787;2,037;2,326;0,316;1,712;2,788;-0,305;0,835;1,679
09.11.2015;0,661;0,986;1,954;1,743;2,035;2,344;0,328;1,716;2,903;-0,324;0,836;1,737
10.11.2015;0,62;0,946;1,864;1,685;2,026;2,343;0,312;1,704;2,886;-0,341;0,807;1,671
11.11.2015;0,61;0,93;1,828;1,629;2,051;2,333;0,311;1,704;2,866;-0,303;0,804;1,612
12.11.2015;0,607;0,923;1,834;1,607;2,007;2,312;0,296;1,696;2,949;-0,303;0,92;1,604
13.11.2015;0,558;0,873;1,787;1,563;1,979;2,267;0,3;1,649;2,952;-0,324;0,867;1,59
16.11.2015;0,529;0,851;1,794;1,567;1,939;2,268;0,298;1,647;2,894;-0,338;0,839;1,568
17.11.2015;0,523;0,847;1,767;1,564;1,975;2,267;0,294;1,656;2,914;-0,333;0,835;1,574
18.11.2015;0,505;0,825;1,729;1,522;1,922;2,274;0,295;1,648;2,889;-0,338;0,825;1,548
19.11.2015;0,478;0,808;1,686;1,51;1,883;2,249;0,292;1,622;2,914;-0,331;0,854;1,529
20.11.2015;0,479;0,816;1,636;1,494;1,873;2,263;0,319;1,622;2,901;-0,341;0,818;1,511
23.11.2015;0,529;0,868;1,641;1,519;1,876;2,239;0,319;1,61;2,935;-0,313;0,847;1,529
