`;GTDEM10Y Govt;GTITL10Y Govt;GTGBP10Y Govt;GT10 @BGN Govt;GTJPY10Y Govt;GTCAD10Y Govt;GTAUD10Y Govt;GTCHF10Y Govt;GTSEK10Y Govt
08.08.2017;0,472;1,997;1,155;2,263;0,065;1,933;2,627;-0,1;0,634
09.08.2017;0,424;2,005;1,107;2,249;0,053;1,905;2,642;-0,148;0,586
10.08.2017;0,412;2,027;1,081;2,198;0,055;1,85;2,657;-0,173;0,597
11.08.2017;0,38;2,024;1,061;2,19;0,055;1,85;2,588;-0,19;0,582
14.08.2017;0,404;2,012;1,07;2,219;0,05;1,874;2,618;-0,169;0,616
15.08.2017;0,43;2,043;1,083;2,274;0,042;1,904;2,648;-0,128;0,673
16.08.2017;0,442;2,041;1,104;2,223;0,034;1,867;2,663;-0,111;0,664
17.08.2017;0,422;2,023;1,086;2,186;0,039;1,845;2,643;-0,126;0,646
18.08.2017;0,413;2,028;1,089;2,195;0,028;1,867;2,619;-0,145;0,618
21.08.2017;0,398;2,025;1,069;2,183;0,026;1,879;2,638;-0,166;0,599
22.08.2017;0,398;2,095;1,086;2,214;0,035;1,916;2,645;-0,164;0,623
23.08.2017;0,376;2,113;1,057;2,167;0,03;1,877;2,673;-0,17;0,617
24.08.2017;0,374;2,106;1,052;2,195;0,019;1,884;2,634;-0,174;0,795
25.08.2017;0,378;2,094;1,051;2,167;0,011;1,871;2,645;-0,162;0,805
28.08.2017;0,374;2,079;1,051;2,159;0,006;1,867;2,664;-0,17;0,799
29.08.2017;0,34;2,059;0,998;2,13;0;1,837;2,625;-0,176;0,772
30.08.2017;0,357;2,074;1,029;2,132;0,003;1,833;2,679;-0,164;0,796
31.08.2017;0,36;2,037;1,033;2,118;0,004;1,847;2,714;-0,17;0,795
01.09.2017;0,376;2,072;1,055;2,167;-0,009;1,912;2,66;-0,157;0,824
04.09.2017;0,364;2,034;1,055;2,167;-0,014;1,912;2,624;-0,16;0,839
05.09.2017;0,336;1,994;1,012;2,06;0,001;1,858;2,675;-0,177;0,816
06.09.2017;0,345;2,022;1,003;2,105;0,007;1,942;2,6;-0,165;0,795
07.09.2017;0,304;1,915;0,969;2,04;0,003;1,935;2,639;-0,183;0,753
08.09.2017;0,31;1,953;0,989;2,052;-0,005;1,982;2,579;-0,189;0,721
11.09.2017;0,334;1,96;1,043;2,131;-0,005;2,023;2,604;-0,175;0,734
12.09.2017;0,399;2,017;1,134;2,168;0,015;2,041;2,64;-0,14;0,794
13.09.2017;0,399;2,035;1,143;2,189;0,019;2,065;2,67;-0,119;0,798
14.09.2017;0,411;2,054;1,228;2,186;0,035;2,055;2,725;-0,114;0,825
15.09.2017;0,43;2,073;1,305;2,203;0,02;2,088;2,742;-0,078;0,853
18.09.2017;0,453;2,066;1,301;2,23;0,02;2,077;2,799;-0,062;0,868
19.09.2017;0,45;2,042;1,328;2,245;0,024;2,091;2,814;-0,078;0,851
20.09.2017;0,441;2,067;1,34;2,268;0,021;2,103;2,829;-0,083;0,84
21.09.2017;0,453;2,104;1,365;2,277;0,025;2,12;2,829;-0,068;0,865
22.09.2017;0,445;2,102;1,354;2,251;0,019;2,111;2,794;-0,078;0,877
25.09.2017;0,399;2,102;1,332;2,221;0,021;2,093;2,8;-0,095;0,845
26.09.2017;0,406;2,115;1,329;2,237;0,026;2,111;2,771;-0,082;0,868
27.09.2017;0,466;2,145;1,38;2,311;0,044;2,132;2,788;-0,053;0,928
28.09.2017;0,477;2,118;1,373;2,309;0,066;2,127;2,861;-0,044;0,936
29.09.2017;0,462;2,107;1,361;2,334;0,06;2,097;2,839;-0,052;0,909
02.10.2017;0,449;2,15;1,325;2,342;0,07;2,127;2,839;-0,048;0,916
03.10.2017;0,46;2,158;1,351;2,324;0,069;2,111;2,841;-0,036;0,934
04.10.2017;0,452;2,188;1,377;2,324;0,05;2,116;2,807;-0,035;0,92
05.10.2017;0,454;2,144;1,385;2,349;0,041;2,099;2,782;-0,05;0,906
06.10.2017;0,458;2,142;1,362;2,36;0,051;2,124;2,815;-0,047;0,922
09.10.2017;0,442;2,109;1,356;2,36;0,051;2,124;2,821;-0,071;0,905
10.10.2017;0,44;2,122;1,362;2,362;0,05;2,12;2,831;-0,064;0,905
11.10.2017;0,461;2,156;1,379;2,349;0,061;2,108;2,817;-0,055;0,93
12.10.2017;0,443;2,111;1,38;2,319;0,062;2,079;2,802;-0,054;0,898
13.10.2017;0,402;2,077;1,366;2,274;0,059;2,035;2,792;-0,076;0,856
16.10.2017;0,37;2,027;1,334;2,304;0,059;2,028;2,748;-0,099;0,835
17.10.2017;0,363;1,993;1,274;2,301;0,065;2,013;2,763;-0,109;0,838
18.10.2017;0,395;2,035;1,314;2,347;0,066;2,034;2,724;-0,096;0,846
19.10.2017;0,394;2,023;1,278;2,319;0,062;2,012;2,763;-0,099;0,816
20.10.2017;0,451;2,038;1,331;2,385;0,07;2,027;2,779;-0,057;0,859
23.10.2017;0,43;1,999;1,311;2,367;0,064;2,021;2,797;-0,059;0,849
24.10.2017;0,474;2,052;1,355;2,42;0,064;2,063;2,773;-0,039;0,876
25.10.2017;0,48;2,031;1,403;2,433;0,065;2,043;2,759;-0,036;0,895
26.10.2017;0,414;1,941;1,383;2,462;0,065;2,031;2,753;-0,058;0,843
27.10.2017;0,382;1,944;1,348;2,407;0,068;1,985;2,774;-0,079;0,816
30.10.2017;0,365;1,841;1,334;2,369;0,065;1,954;2,73;-0,094;0,788
31.10.2017;0,362;1,82;1,331;2,38;0,064;1,948;2,669;-0,107;0,783
01.11.2017;0,371;1,797;1,342;2,373;0,056;1,971;2,704;-0,096;0,796
02.11.2017;0,371;1,791;1,26;2,346;0,05;1,956;2,654;-0,104;0,785
03.11.2017;0,362;1,788;1,261;2,333;0,05;1,954;2,572;-0,115;0,779
06.11.2017;0,334;1,777;1,255;2,317;0,021;1,923;2,569;-0,133;0,762
07.11.2017;0,326;1,696;1,23;2,315;0,024;1,892;2,582;-0,146;0,762
08.11.2017;0,325;1,741;1,224;2,335;0,019;1,918;2,573;-0,155;0,768
09.11.2017;0,374;1,81;1,262;2,342;0,025;1,932;2,597;-0,115;0,808
10.11.2017;0,409;1,84;1,341;2,399;0,038;1,967;2,612;-0,098;0,825
13.11.2017;0,415;1,827;1,328;2,406;0,045;1,967;2,623;-0,106;0,818
14.11.2017;0,396;1,822;1,32;2,373;0,045;1,948;2,657;-0,11;0,781
15.11.2017;0,375;1,829;1,285;2,323;0,041;1,91;2,589;-0,123;0,735
16.11.2017;0,375;1,833;1,308;2,376;0,047;1,971;2,582;-0,132;0,733
17.11.2017;0,359;1,83;1,294;2,344;0,029;1,934;2,573;-0,151;0,722
20.11.2017;0,361;1,8;1,291;2,367;0,033;1,953;2,543;-0,155;0,716
21.11.2017;0,349;1,771;1,273;2,357;0,028;1,917;2,548;-0,165;0,707
22.11.2017;0,348;1,755;1,274;2,32;0,017;1,9;2,524;-0,163;0,712
23.11.2017;0,346;1,773;1,248;2,32;0,017;1,891;2,508;-0,166;0,677
24.11.2017;0,359;1,807;1,249;2,343;0,024;1,886;2,504;-0,154;0,702
27.11.2017;0,34;1,779;1,252;2,329;0,038;1,864;2,524;-0,161;0,697
28.11.2017;0,338;1,773;1,252;2,329;0,035;1,838;2,494;-0,149;0,687
29.11.2017;0,383;1,786;1,337;2,389;0,025;1,88;2,47;-0,132;0,729
30.11.2017;0,366;1,741;1,329;2,411;0,034;1,886;2,499;-0,141;0,725
01.12.2017;0,304;1,711;1,231;2,362;0,03;1,906;2,534;-0,171;0,693
04.12.2017;0,342;1,711;1,285;2,373;0,036;1,922;2,544;-0,171;0,687
05.12.2017;0,318;1,7;1,256;2,352;0,041;1,892;2,599;-0,181;0,675
06.12.2017;0,294;1,72;1,228;2,339;0,05;1,853;2,508;-0,196;0,661
07.12.2017;0,292;1,671;1,252;2,364;0,05;1,852;2,513;-0,203;0,669
08.12.2017;0,305;1,646;1,278;2,377;0,045;1,858;2,529;-0,191;0,669
11.12.2017;0,291;1,649;1,201;2,389;0,045;1,859;2,558;-0,212;0,642
12.12.2017;0,312;1,7;1,222;2,402;0,042;1,864;2,519;-0,178;0,69
13.12.2017;0,312;1,79;1,215;2,343;0,045;1,84;2,523;-0,192;0,689
14.12.2017;0,31;1,787;1,173;2,35;0,045;1,853;2,555;-0,193;0,717
15.12.2017;0,299;1,807;1,15;2,354;0,04;1,832;2,523;-0,202;0,725
18.12.2017;0,307;1,797;1,147;2,395;0,037;1,855;2,531;-0,205;0,728
19.12.2017;0,376;1,905;1,204;2,465;0,037;1,931;2,575;-0,174;0,76
20.12.2017;0,403;1,929;1,25;2,498;0,054;1,988;2,633;-0,159;0,768
21.12.2017;0,415;1,897;1,261;2,484;0,056;2,027;2,665;-0,16;0,757
22.12.2017;0,418;1,906;1,239;2,482;0,043;2,022;2,711;-0,143;0,735
25.12.2017;0,418;1,906;1,239;2,482;0,035;2,022;2,711;-0,143;0,735
26.12.2017;0,418;1,906;1,239;2,477;0,044;2,022;2,711;-0,143;0,735
27.12.2017;0,379;1,913;1,17;2,412;0,051;1,974;2,691;-0,171;0,717
28.12.2017;0,42;1,95;1,195;2,431;0,05;2,028;2,667;-0,156;0,739
29.12.2017;0,423;2,005;1,188;2,406;0,043;2,041;2,63;-0,178;0,766
01.01.2018;0,423;2,005;1,188;2,406;0,043;2,041;2,63;-0,112;0,766
02.01.2018;0,464;2,089;1,286;2,464;0,043;2,078;2,69;-0,112;0,789
03.01.2018;0,438;2,059;1,213;2,448;0,043;2,048;2,718;-0,131;0,765
04.01.2018;0,432;2,009;1,233;2,453;0,052;2,08;2,68;-0,123;0,768
05.01.2018;0,436;2;1,244;2,477;0,055;2,152;2,638;-0,127;0,746
08.01.2018;0,429;1,979;1,236;2,481;0,055;2,154;2,651;-0,122;0,74
09.01.2018;0,464;2,029;1,282;2,554;0,066;2,201;2,673;-0,101;0,767
10.01.2018;0,54;2,032;1,286;2,558;0,08;2,161;2,719;-0,076;0,82
11.01.2018;0,579;2,043;1,308;2,538;0,064;2,164;2,734;-0,023;0,856
12.01.2018;0,577;1,976;1,338;2,548;0,073;2,171;2,753;-0,016;0,85
15.01.2018;0,584;1,995;1,322;2,548;0,072;2,187;2,771;-0,01;0,842
16.01.2018;0,559;1,962;1,303;2,538;0,076;2,17;2,774;-0,022;0,822
17.01.2018;0,56;1,994;1,307;2,591;0,082;2,201;2,789;-0,033;0,847
18.01.2018;0,57;1,982;1,329;2,627;0,078;2,22;2,812;-0,025;0,86
19.01.2018;0,566;1,955;1,337;2,66;0,079;2,237;2,866;-0,022;0,859
22.01.2018;0,565;1,916;1,358;2,651;0,074;2,236;2,862;0,005;0,878
23.01.2018;0,559;1,882;1,352;2,614;0,068;2,226;2,831;0,008;0,853
24.01.2018;0,586;1,902;1,406;2,647;0,077;2,262;2,826;0,028;0,857
25.01.2018;0,609;1,957;1,412;2,618;0,08;2,241;2,846;0,039;0,88
26.01.2018;0,626;2,001;1,444;2,661;0,072;2,259;2,846;0,047;0,9
29.01.2018;0,691;2,02;1,453;2,695;0,081;2,277;2,852;0,09;0,944
30.01.2018;0,68;2,025;1,46;2,721;0,089;2,292;2,861;0,086;0,927
31.01.2018;0,695;2,024;1,51;2,706;0,08;2,286;2,813;0,083;0,914
01.02.2018;0,718;1,959;1,53;2,791;0,094;2,362;2,803;0,098;0,941
02.02.2018;0,765;2,042;1,576;2,842;0,08;2,36;2,83;0,144;0,983
05.02.2018;0,733;2,02;1,557;2,707;0,079;2,289;2,936;0,136;0,963
06.02.2018;0,69;1,982;1,52;2,803;0,072;2,362;2,822;0,104;0,923
07.02.2018;0,742;1,944;1,55;2,837;0,07;2,371;2,843;0,14;0,927
08.02.2018;0,759;1,988;1,616;2,825;0,076;2,372;2,889;0,171;0,961
09.02.2018;0,741;2,042;1,57;2,852;0,061;2,349;2,862;0,152;0,931
12.02.2018;0,753;2,031;1,601;2,859;0,061;2,339;2,912;0,17;0,937
13.02.2018;0,747;2,079;1,618;2,83;0,066;2,323;2,876;0,167;0,935
14.02.2018;0,754;2,06;1,64;2,903;0,06;2,37;2,851;0,159;0,953
15.02.2018;0,761;2,061;1,645;2,91;0,062;2,374;2,921;0,157;0,954
16.02.2018;0,704;1,981;1,581;2,876;0,054;2,315;2,924;0,13;0,917
19.02.2018;0,732;2,037;1,601;2,876;0,057;2,315;2,887;0,146;0,924
20.02.2018;0,732;2,065;1,585;2,89;0,061;2,32;2,901;0,142;0,887
21.02.2018;0,719;2,045;1,554;2,951;0,051;2,35;2,862;0,125;0,864
22.02.2018;0,703;2,07;1,545;2,922;0,051;2,298;2,873;0,114;0,852
23.02.2018;0,65;2,061;1,521;2,868;0,048;2,244;2,848;0,085;0,808
26.02.2018;0,65;2,012;1,509;2,863;0,042;2,251;2,777;0,071;0,817
27.02.2018;0,676;2;1,56;2,894;0,04;2,272;2,757;0,084;0,825
28.02.2018;0,653;1,97;1,5;2,862;0,048;2,233;2,808;0,066;0,802
01.03.2018;0,641;1,943;1,466;2,809;0,038;2,173;2,752;0,046;0,778
02.03.2018;0,648;1,962;1,473;2,865;0,063;2,198;2,734;0,049;0,788
05.03.2018;0,64;1,997;1,495;2,882;0,036;2,192;2,744;0,044;0,792
06.03.2018;0,672;1,992;1,52;2,887;0,05;2,23;2,822;0,083;0,828
07.03.2018;0,653;1,951;1,493;2,884;0,045;2,235;2,794;0,079;0,816
08.03.2018;0,625;1,98;1,473;2,858;0,048;2,223;2,804;0,071;0,809
09.03.2018;0,644;2,005;1,492;2,895;0,048;2,267;2,783;0,084;0,801
12.03.2018;0,63;1,998;1,494;2,869;0,048;2,236;2,818;0,075;0,779
13.03.2018;0,617;1,988;1,486;2,843;0,048;2,202;2,804;0,085;0,786
14.03.2018;0,59;2,008;1,436;2,818;0,045;2,157;2,738;0,074;0,765
15.03.2018;0,574;1,981;1,438;2,829;0,041;2,141;2,705;0,068;0,754
16.03.2018;0,568;1,976;1,429;2,845;0,033;2,135;2,692;0,055;0,734
19.03.2018;0,567;1,96;1,444;2,856;0,038;2,166;2,704;0,05;0,746
20.03.2018;0,582;1,893;1,485;2,897;0,038;2,209;2,7;0,06;0,762
21.03.2018;0,59;1,927;1,526;2,884;0,038;2,255;2,698;0,062;0,779
22.03.2018;0,527;1,882;1,439;2,825;0,033;2,174;2,7;0,026;0,721
23.03.2018;0,524;1,872;1,444;2,814;0,018;2,191;2,651;0,035;0,728
26.03.2018;0,521;1,908;1,439;2,853;0,019;2,23;2,662;0,047;0,734
27.03.2018;0,501;1,869;1,419;2,776;0,033;2,142;2,654;0,024;0,718
28.03.2018;0,5;1,837;1,365;2,782;0,031;2,119;2,589;0,012;0,696
29.03.2018;0,494;1,782;1,349;2,74;0,035;2,088;2,601;0,001;0,678
30.03.2018;0,494;1,782;1,349;2,74;0,044;2,088;2,601;0,001;0,678
02.04.2018;0,494;1,782;1,349;2,731;0,04;2,112;2,601;0,001;0,678
03.04.2018;0,499;1,79;1,358;2,776;0,023;2,145;2,606;-0,005;0,675
04.04.2018;0,498;1,738;1,367;2,804;0,026;2,172;2,632;-0,035;0,672
05.04.2018;0,522;1,788;1,416;2,833;0,04;2,177;2,665;-0,009;0,699
06.04.2018;0,495;1,782;1,394;2,774;0,041;2,139;2,656;-0,022;0,684
09.04.2018;0,503;1,767;1,406;2,78;0,032;2,136;2,673;-0,026;0,682
10.04.2018;0,513;1,792;1,406;2,802;0,03;2,18;2,704;-0,021;0,682
11.04.2018;0,497;1,799;1,388;2,782;0,027;2,199;2,678;-0,026;0,672
12.04.2018;0,513;1,809;1,454;2,837;0,032;2,281;2,663;-0,01;0,649
13.04.2018;0,509;1,793;1,433;2,828;0,033;2,239;2,736;-0,01;0,655
16.04.2018;0,523;1,798;1,462;2,828;0,04;2,271;2,745;0,006;0,669
17.04.2018;0,505;1,755;1,435;2,829;0,037;2,244;2,763;0,006;0,652
18.04.2018;0,529;1,712;1,414;2,874;0,033;2,284;2,748;0,022;0,661
19.04.2018;0,598;1,776;1,519;2,911;0,038;2,318;2,783;0,088;0,735
20.04.2018;0,588;1,773;1,478;2,961;0,055;2,333;2,807;0,096;0,743
23.04.2018;0,634;1,79;1,538;2,976;0,059;2,35;2,865;0,107;0,779
24.04.2018;0,629;1,763;1,538;3;0,05;2,351;2,838;0,119;0,782
25.04.2018;0,631;1,773;1,539;3,027;0,061;2,369;2,838;0,133;0,784
26.04.2018;0,591;1,744;1,503;2,982;0,054;2,348;2,862;0,094;0,738
27.04.2018;0,569;1,738;1,444;2,958;0,05;2,321;2,823;0,064;0,709
30.04.2018;0,557;1,782;1,417;2,954;0,05;2,304;2,769;0,061;0,705
01.05.2018;0,557;1,782;1,404;2,965;0,036;2,338;2,756;0,061;0,705
02.05.2018;0,579;1,785;1,456;2,967;0,04;2,359;2,795;0,06;0,699
03.05.2018;0,53;1,735;1,389;2,947;0,04;2,324;2,81;0,019;0,657
04.05.2018;0,542;1,793;1,398;2,951;0,04;2,328;2,77;0,019;0,674
07.05.2018;0,529;1,757;1,398;2,951;0,04;2,325;2,755;0,012;0,665
08.05.2018;0,56;1,862;1,443;2,977;0,046;2,35;2,739;0,026;0,692
09.05.2018;0,557;1,878;1,456;3,005;0,048;2,391;2,78;0,03;0,716
10.05.2018;0,555;1,93;1,429;2,963;0,047;2,395;2,774;0,03;0,726
11.05.2018;0,557;1,867;1,441;2,971;0,04;2,374;2,78;0,045;0,718
14.05.2018;0,609;1,924;1,47;3,003;0,045;2,423;2,771;0,078;0,751
15.05.2018;0,643;1,95;1,516;3,073;0,052;2,482;2,829;0,097;0,765
16.05.2018;0,604;2,112;1,501;3,097;0,051;2,499;2,882;0,084;0,733
17.05.2018;0,637;2,111;1,562;3,112;0,057;2,518;2,922;0,115;0,736
18.05.2018;0,577;2,223;1,499;3,057;0,056;2,484;2,902;0,073;0,716
21.05.2018;0,521;2,38;1,474;3,061;0,051;2,484;2,888;0,073;0,679
22.05.2018;0,558;2,323;1,522;3,061;0,048;2,483;2,864;0,072;0,693
23.05.2018;0,505;2,395;1,438;2,994;0,041;2,44;2,839;0,027;0,652
24.05.2018;0,47;2,391;1,4;2,978;0,044;2,41;2,805;0,015;0,621
25.05.2018;0,403;2,451;1,321;2,932;0,035;2,346;2,786;-0,028;0,519
28.05.2018;0,341;2,671;1,321;2,932;0,038;2,302;2,753;-0,09;0,48
29.05.2018;0,257;3,148;1,194;2,782;0,028;2,189;2,685;-0,152;0,442
30.05.2018;0,369;2,879;1,255;2,856;0,029;2,264;2,646;-0,093;0,483
31.05.2018;0,338;2,771;1,228;2,859;0,032;2,242;2,67;-0,094;0,471
01.06.2018;0,382;2,664;1,277;2,903;0,043;2,246;2,702;-0,086;0,519
04.06.2018;0,416;2,518;1,296;2,943;0,046;2,276;2,731;-0,062;0,551
05.06.2018;0,366;2,777;1,282;2,929;0,047;2,252;2,725;-0,068;0,536
06.06.2018;0,462;2,922;1,373;2,973;0,047;2,306;2,761;-0,009;0,566
07.06.2018;0,481;3,045;1,398;2,921;0,047;2,282;2,842;0,026;0,638
08.06.2018;0,446;3,119;1,387;2,947;0,04;2,319;2,775;0;0,606
11.06.2018;0,491;2,83;1,404;2,953;0,042;2,304;2,775;0,023;0,64
12.06.2018;0,489;2,842;1,398;2,962;0,049;2,296;2,802;0,021;0,632
13.06.2018;0,48;2,795;1,366;2,967;0,046;2,317;2,776;0,006;0,617
14.06.2018;0,424;2,73;1,333;2,936;0,038;2,267;2,722;-0,034;0,577
15.06.2018;0,401;2,601;1,325;2,921;0,03;2,216;2,693;-0,059;0,527
18.06.2018;0,396;2,547;1,321;2,918;0,033;2,2;2,672;-0,058;0,511
19.06.2018;0,37;2,552;1,281;2,898;0,029;2,159;2,621;-0,075;0,484
20.06.2018;0,375;2,543;1,296;2,94;0,033;2,181;2,654;-0,074;0,499
21.06.2018;0,333;2,724;1,276;2,898;0,032;2,14;2,673;-0,082;0,485
22.06.2018;0,335;2,687;1,318;2,896;0,029;2,123;2,649;-0,065;0,489
25.06.2018;0,325;2,819;1,291;2,881;0,027;2,091;2,629;-0,08;0,484
26.06.2018;0,339;2,885;1,302;2,878;0,031;2,102;2,641;-0,058;0,517
27.06.2018;0,319;2,805;1,244;2,826;0,031;2,091;2,626;-0,068;0,501
28.06.2018;0,317;2,775;1,262;2,837;0,03;2,131;2,616;-0,094;0,495
29.06.2018;0,3;2,674;1,277;2,861;0,029;2,166;2,631;-0,105;0,486
02.07.2018;0,302;2,647;1,252;2,872;0,02;2,166;2,595;-0,123;0,461
03.07.2018;0,292;2,631;1,241;2,832;0,027;2,137;2,615;-0,132;0,475
04.07.2018;0,303;2,651;1,275;2,832;0,029;2,16;2,584;-0,134;0,501
05.07.2018;0,297;2,724;1,257;2,83;0,032;2,144;2,594;-0,132;0,509
06.07.2018;0,29;2,71;1,266;2,823;0,026;2,128;2,624;-0,138;0,489
09.07.2018;0,298;2,662;1,251;2,857;0,033;2,167;2,611;-0,107;0,492
10.07.2018;0,318;2,667;1,301;2,851;0,038;2,149;2,633;-0,095;0,503
11.07.2018;0,366;2,685;1,293;2,85;0,036;2,145;2,609;-0,09;0,493
12.07.2018;0,355;2,62;1,281;2,847;0,035;2,15;2,629;-0,098;0,475
13.07.2018;0,338;2,546;1,271;2,828;0,035;2,131;2,629;-0,101;0,449
16.07.2018;0,361;2,574;1,279;2,859;0,035;2,135;2,635;-0,074;0,459
17.07.2018;0,344;2,465;1,257;2,861;0,036;2,121;2,657;-0,079;0,459
18.07.2018;0,339;2,502;1,225;2,87;0,04;2,147;2,635;-0,083;0,453
19.07.2018;0,329;2,502;1,184;2,839;0,035;2,107;2,657;-0,093;0,45
20.07.2018;0,369;2,585;1,231;2,894;0,03;2,173;2,616;-0,069;0,466
23.07.2018;0,405;2,636;1,271;2,956;0,08;2,221;2,67;-0,064;0,498
24.07.2018;0,395;2,68;1,275;2,949;0,079;2,223;2,719;-0,074;0,505
25.07.2018;0,394;2,674;1,272;2,975;0,069;2,289;2,679;-0,077;0,516
26.07.2018;0,402;2,701;1,277;2,977;0,088;2,289;2,684;-0,074;0,538
27.07.2018;0,402;2,739;1,279;2,955;0,099;2,293;2,644;-0,061;0,547
30.07.2018;0,444;2,782;1,342;2,974;0,097;2,297;2,649;-0,028;0,608
31.07.2018;0,442;2,716;1,329;2,961;0,057;2,308;2,647;-0,04;0,594
01.08.2018;0,475;2,784;1,379;3,007;0,123;2,369;2,688;-0,04;0,617
02.08.2018;0,459;2,907;1,376;2,987;0,12;2,366;2,729;-0,03;0,598
03.08.2018;0,406;2,921;1,328;2,95;0,102;2,352;2,725;-0,054;0,559
06.08.2018;0,387;2,9;1,303;2,94;0,102;2,352;2,725;-0,07;0,54
07.08.2018;0,406;2,866;1,324;2,974;0,109;2,369;2,656;-0,064;0,551
08.08.2018;0,396;2,908;1,312;2,961;0,106;2,359;2,677;-0,072;0,531
09.08.2018;0,373;2,894;1,295;2,927;0,11;2,332;2,653;-0,086;0,51
10.08.2018;0,315;2,986;1,241;2,874;0,096;2,299;2,589;-0,135;0,461
13.08.2018;0,31;3,095;1,251;2,88;0,095;2,299;2,58;-0,124;0,466
14.08.2018;0,326;3,024;1,262;2,899;0,106;2,317;2,588;-0,127;0,475
15.08.2018;0,303;3,161;1,224;2,863;0,094;2,266;2,579;-0,148;0,467
16.08.2018;0,318;3,111;1,239;2,867;0,096;2,254;2,556;-0,141;0,476
17.08.2018;0,304;3,115;1,235;2,861;0,093;2,266;2,545;-0,156;0,47
20.08.2018;0,301;3,01;1,222;2,82;0,095;2,25;2,524;-0,163;0,469
21.08.2018;0,329;2,983;1,266;2,831;0,081;2,256;2,535;-0,152;0,479
22.08.2018;0,342;3,056;1,271;2,82;0,092;2,255;2,54;-0,139;0,473
23.08.2018;0,338;3,083;1,27;2,827;0,092;2,258;2,531;-0,138;0,469
24.08.2018;0,343;3,145;1,277;2,811;0,095;2,255;2,535;-0,136;0,482
27.08.2018;0,375;3,15;1,277;2,847;0,092;2,295;2,539;-0,118;0,495
28.08.2018;0,379;3,182;1,451;2,881;0,093;2,319;2,56;-0,121;0,512
29.08.2018;0,403;3,12;1,488;2,885;0,096;2,319;2,548;-0,104;0,529
30.08.2018;0,344;3,207;1,453;2,856;0,104;2,272;2,569;-0,126;0,522
31.08.2018;0,325;3,229;1,426;2,861;0,101;2,226;2,519;-0,124;0,493
03.09.2018;0,332;3,157;1,403;2,861;0,113;2,226;2,519;-0,12;0,495
04.09.2018;0,355;3,012;1,428;2,899;0,116;2,232;2,524;-0,108;0,517
05.09.2018;0,379;2,929;1,441;2,903;0,11;2,239;2,55;-0,093;0,535
06.09.2018;0,353;3,054;1,415;2,874;0,106;2,23;2,565;-0,108;0,53
07.09.2018;0,386;3,031;1,458;2,941;0,106;2,286;2,548;-0,091;0,55
10.09.2018;0,4;2,906;1,468;2,932;0,111;2,283;2,577;-0,079;0,559
11.09.2018;0,429;2,94;1,498;2,976;0,11;2,336;2,581;-0,059;0,564
12.09.2018;0,409;2,947;1,482;2,964;0,106;2,334;2,586;-0,066;0,543
13.09.2018;0,421;2,948;1,502;2,971;0,107;2,325;2,604;-0,065;0,554
14.09.2018;0,449;2,979;1,528;2,997;0,113;2,343;2,602;-0,042;0,572
17.09.2018;0,457;2,843;1,533;2,988;0,113;2,338;2,624;-0,025;0,596
18.09.2018;0,479;2,787;1,567;3,056;0,112;2,386;2,661;-0,009;0,613
19.09.2018;0,486;2,849;1,607;3,064;0,116;2,418;2,712;0,001;0,638
20.09.2018;0,47;2,879;1,584;3,064;0,116;2,419;2,715;-0,005;0,634
21.09.2018;0,46;2,827;1,552;3,064;0,126;2,428;2,701;-0,014;0,613
24.09.2018;0,509;2,946;1,613;3,09;0,126;2,446;2,704;0,017;0,649
25.09.2018;0,542;2,875;1,631;3,097;0,128;2,457;2,749;0,042;0,672
26.09.2018;0,525;2,856;1,592;3,049;0,12;2,413;2,733;0,04;0,66
27.09.2018;0,528;2,885;1,597;3,053;0,113;2,421;2,688;0,042;0,659
28.09.2018;0,469;3,143;1,572;3,062;0,124;2,425;2,668;0,014;0,628
01.10.2018;0,47;3,295;1,587;3,085;0,13;2,504;2,668;0,018;0,651
02.10.2018;0,421;3,448;1,527;3,064;0,125;2,462;2,669;-0,014;0,619
03.10.2018;0,474;3,31;1,574;3,183;0,135;2,549;2,639;0,002;0,648
04.10.2018;0,53;3,325;1,667;3,188;0,154;2,555;2,708;0,044;0,682
05.10.2018;0,572;3,421;1,72;3,234;0,15;2,597;2,714;0,057;0,714
08.10.2018;0,528;3,564;1,673;3,234;0,15;2,597;2,768;0,052;0,699
09.10.2018;0,547;3,472;1,715;3,207;0,156;2,569;2,768;0,064;0,7
10.10.2018;0,551;3,503;1,726;3,164;0,149;2,534;2,748;0,076;0,713
11.10.2018;0,517;3,561;1,672;3,151;0,141;2,498;2,731;0,065;0,725
12.10.2018;0,497;3,573;1,632;3,162;0,145;2,497;2,75;0,055;0,714
15.10.2018;0,501;3,542;1,609;3,157;0,138;2,499;2,692;0,049;0,701
16.10.2018;0,49;3,45;1,607;3,164;0,144;2,5;2,712;0,04;0,691
17.10.2018;0,46;3,545;1,574;3,206;0,142;2,521;2,702;0,012;0,676
18.10.2018;0,415;3,683;1,537;3,18;0,147;2,497;2,726;-0,014;0,665
19.10.2018;0,458;3,478;1,575;3,193;0,144;2,498;2,682;-0,009;0,653
22.10.2018;0,447;3,487;1,526;3,199;0,15;2,484;2,703;0,01;0,669
23.10.2018;0,408;3,589;1,468;3,169;0,146;2,448;2,678;-0,023;0,643
24.10.2018;0,395;3,602;1,455;3,104;0,128;2,439;2,66;-0,036;0,629
25.10.2018;0,396;3,49;1,44;3,118;0,111;2,447;2,611;-0,03;0,624
